client timestamp,button,state,x,y
27,NoButton,Move,113,0
32,NoButton,Move,116,1
32,NoButton,Move,122,6
32,NoButton,Move,129,11
46,NoButton,Move,135,17
47,NoButton,Move,141,21
53,NoButton,Move,143,22
103,NoButton,Move,143,23
131,NoButton,Move,143,24
143,NoButton,Move,144,26
150,NoButton,Move,146,29
157,NoButton,Move,148,32
165,NoButton,Move,150,34
173,NoButton,Move,152,36
181,NoButton,Move,154,38
189,NoButton,Move,155,39
197,NoButton,Move,157,39
205,NoButton,Move,158,40
213,NoButton,Move,159,40
220,NoButton,Move,160,41
228,NoButton,Move,162,42
235,NoButton,Move,164,42
243,NoButton,Move,165,43
251,NoButton,Move,167,43
259,NoButton,Move,169,44
267,NoButton,Move,171,44
275,NoButton,Move,173,46
283,NoButton,Move,174,47
291,NoButton,Move,176,49
299,NoButton,Move,178,51
306,NoButton,Move,180,53
315,NoButton,Move,182,56
320,NoButton,Move,184,58
328,NoButton,Move,187,61
337,NoButton,Move,190,64
345,NoButton,Move,194,67
353,NoButton,Move,199,71
361,NoButton,Move,204,74
369,NoButton,Move,210,76
377,NoButton,Move,217,78
384,NoButton,Move,224,80
392,NoButton,Move,231,83
401,NoButton,Move,235,86
407,NoButton,Move,240,89
414,NoButton,Move,243,94
424,NoButton,Move,245,97
430,NoButton,Move,248,101
439,NoButton,Move,250,106
447,NoButton,Move,255,111
455,NoButton,Move,263,116
462,NoButton,Move,273,124
471,NoButton,Move,287,129
479,NoButton,Move,307,138
485,NoButton,Move,338,149
493,NoButton,Move,370,161
500,NoButton,Move,399,172
509,NoButton,Move,430,188
516,NoButton,Move,459,201
524,NoButton,Move,485,215
532,NoButton,Move,507,225
541,NoButton,Move,527,235
549,NoButton,Move,547,247
557,NoButton,Move,565,255
562,NoButton,Move,587,259
570,NoButton,Move,609,263
579,NoButton,Move,633,267
587,NoButton,Move,655,271
595,NoButton,Move,671,275
602,NoButton,Move,685,279
610,NoButton,Move,697,283
621,NoButton,Move,705,287
627,NoButton,Move,709,291
635,NoButton,Move,711,293
643,NoButton,Move,713,293
665,NoButton,Move,713,295
713,NoButton,Move,713,296
763,NoButton,Move,713,297
989,NoButton,Move,713,298
997,NoButton,Move,713,300
1004,NoButton,Move,713,301
1013,NoButton,Move,713,302
1020,NoButton,Move,713,303
1028,NoButton,Move,713,305
1036,NoButton,Move,713,306
1045,NoButton,Move,713,307
1052,NoButton,Move,712,308
1059,NoButton,Move,712,310
1067,NoButton,Move,712,311
1075,NoButton,Move,712,313
1083,NoButton,Move,713,316
1091,NoButton,Move,715,318
1101,NoButton,Move,720,321
1106,NoButton,Move,727,325
1114,NoButton,Move,735,328
1128,NoButton,Move,746,334
1130,NoButton,Move,756,340
1136,NoButton,Move,768,346
1144,NoButton,Move,780,349
1152,NoButton,Move,793,352
1160,NoButton,Move,805,355
1168,NoButton,Move,818,356
1178,NoButton,Move,834,356
1184,NoButton,Move,853,358
1192,NoButton,Move,874,362
1200,NoButton,Move,896,365
1209,NoButton,Move,918,369
1216,NoButton,Move,938,376
1222,NoButton,Move,961,388
1231,NoButton,Move,983,398
1238,NoButton,Move,1001,410
1246,NoButton,Move,1021,422
1256,NoButton,Move,1041,434
1262,NoButton,Move,1057,444
1275,NoButton,Move,1081,452
1279,NoButton,Move,1107,464
1286,NoButton,Move,1133,476
1294,NoButton,Move,1157,488
1300,NoButton,Move,1179,502
1308,NoButton,Move,1201,518
1316,NoButton,Move,1219,536
1324,NoButton,Move,1233,560
1332,NoButton,Move,1247,586
1340,NoButton,Move,1259,618
1349,NoButton,Move,1267,652
1356,NoButton,Move,1273,686
1364,NoButton,Move,1277,718
1372,NoButton,Move,1281,750
1382,NoButton,Move,1287,780
1386,NoButton,Move,1291,804
1394,NoButton,Move,1295,826
1402,NoButton,Move,1299,848
1411,NoButton,Move,1303,868
1418,NoButton,Move,1305,890
1426,NoButton,Move,1305,912
1434,NoButton,Move,1305,936
1442,NoButton,Move,1303,958
1450,NoButton,Move,1299,982
1458,NoButton,Move,1293,1006
1464,NoButton,Move,1285,1032
1472,NoButton,Move,1275,1058
1480,NoButton,Move,1263,1079
1488,NoButton,Move,1251,1079
1496,NoButton,Move,1239,1079
1504,NoButton,Move,1227,1079
1512,NoButton,Move,1215,1079
1520,NoButton,Move,1207,1079
1528,NoButton,Move,1197,1079
1536,NoButton,Move,1191,1079
1542,NoButton,Move,1185,1079
1550,NoButton,Move,1181,1079
1558,NoButton,Move,1177,1079
1566,NoButton,Move,1173,1079
1574,NoButton,Move,1169,1079
1582,NoButton,Move,1163,1079
1590,NoButton,Move,1157,1079
1598,NoButton,Move,1151,1079
1606,NoButton,Move,1144,1079
1614,NoButton,Move,1135,1079
1622,NoButton,Move,1129,1079
1628,NoButton,Move,1121,1079
1636,NoButton,Move,1116,1079
1644,NoButton,Move,1113,1079
1652,NoButton,Move,1110,1079
1660,NoButton,Move,1107,1079
1751,NoButton,Move,1107,1078
1758,NoButton,Move,1107,1076
1766,NoButton,Move,1106,1072
1774,NoButton,Move,1106,1069
1780,NoButton,Move,1106,1066
1788,NoButton,Move,1106,1062
1800,NoButton,Move,1106,1058
1806,NoButton,Move,1107,1052
1812,NoButton,Move,1108,1048
1835,NoButton,Move,1109,1044
1836,NoButton,Move,1112,1038
1836,NoButton,Move,1113,1032
1844,NoButton,Move,1114,1025
1853,NoButton,Move,1114,1018
1861,NoButton,Move,1115,1013
1866,NoButton,Move,1115,1010
1874,NoButton,Move,1116,1007
1882,NoButton,Move,1117,1006
1890,NoButton,Move,1117,1005
1965,NoButton,Move,1117,1006
1972,NoButton,Move,1118,1008
1980,NoButton,Move,1118,1010
1988,NoButton,Move,1118,1012
1996,NoButton,Move,1118,1015
2004,NoButton,Move,1117,1019
2012,NoButton,Move,1116,1024
2020,NoButton,Move,1114,1030
2028,NoButton,Move,1112,1036
2034,NoButton,Move,1109,1045
2042,NoButton,Move,1103,1056
2050,NoButton,Move,1096,1070
2058,NoButton,Move,1092,1079
2066,NoButton,Move,1088,1079
2074,NoButton,Move,1082,1079
2082,NoButton,Move,1078,1079
2090,NoButton,Move,1075,1079
2098,NoButton,Move,1073,1079
2117,NoButton,Move,1072,1079
2190,NoButton,Move,1072,1076
2202,NoButton,Move,1072,1071
2206,NoButton,Move,1072,1062
2215,NoButton,Move,1072,1054
2231,NoButton,Move,1073,1046
2232,NoButton,Move,1076,1036
2249,NoButton,Move,1076,1027
2250,NoButton,Move,1077,1019
2255,NoButton,Move,1077,1010
2265,NoButton,Move,1077,1003
2282,NoButton,Move,1077,999
2282,NoButton,Move,1077,993
2298,NoButton,Move,1077,986
2299,NoButton,Move,1075,982
2316,NoButton,Move,1072,975
2316,NoButton,Move,1070,970
2316,NoButton,Move,1067,966
2332,NoButton,Move,1066,964
2333,NoButton,Move,1065,963
2348,NoButton,Move,1065,961
2397,NoButton,Move,1064,964
2398,NoButton,Move,1062,974
2414,NoButton,Move,1061,994
2414,NoButton,Move,1057,1017
2418,NoButton,Move,1053,1047
2426,NoButton,Move,1051,1071
2436,NoButton,Move,1049,1079
2440,NoButton,Move,1049,1079
2449,NoButton,Move,1047,1079
2456,NoButton,Move,1047,1079
2465,NoButton,Move,1047,1079
2472,NoButton,Move,1047,1079
2483,NoButton,Move,1047,1079
2488,NoButton,Move,1047,1079
2498,NoButton,Move,1045,1079
2504,NoButton,Move,1045,1079
2514,NoButton,Move,1045,1079
2604,NoButton,Move,1044,1078
2612,NoButton,Move,1043,1074
2620,NoButton,Move,1041,1070
2628,NoButton,Move,1039,1066
2636,NoButton,Move,1037,1063
2645,NoButton,Move,1034,1058
2652,NoButton,Move,1032,1054
2660,NoButton,Move,1030,1048
2668,NoButton,Move,1029,1045
2676,NoButton,Move,1029,1040
2683,NoButton,Move,1029,1038
2690,NoButton,Move,1029,1036
2699,NoButton,Move,1031,1034
2706,NoButton,Move,1032,1031
2715,NoButton,Move,1034,1029
2722,NoButton,Move,1035,1027
2731,NoButton,Move,1036,1026
2738,NoButton,Move,1036,1024
2748,NoButton,Move,1036,1023
2754,NoButton,Move,1036,1022
2760,NoButton,Move,1036,1021
2768,NoButton,Move,1036,1020
2785,NoButton,Move,1036,1019
2798,NoButton,Move,1036,1018
2814,NoButton,Move,1035,1018
2827,NoButton,Move,1034,1018
2848,NoButton,Move,1033,1018
2848,NoButton,Move,1031,1018
2856,NoButton,Move,1029,1019
2864,NoButton,Move,1027,1020
2870,NoButton,Move,1024,1021
2878,NoButton,Move,1021,1022
2886,NoButton,Move,1017,1024
2894,NoButton,Move,1014,1025
2902,NoButton,Move,1012,1026
2910,NoButton,Move,1010,1028
2918,NoButton,Move,1008,1028
2924,NoButton,Move,1006,1029
2933,NoButton,Move,1004,1029
2940,NoButton,Move,1003,1030
2949,NoButton,Move,1002,1031
2956,NoButton,Move,1001,1031
2965,NoButton,Move,1000,1031
2972,NoButton,Move,999,1031
2982,NoButton,Move,998,1031
3034,NoButton,Move,997,1031
3129,Left,Pressed,997,1031
3242,Left,Released,997,1031
3362,NoButton,Move,998,1030
3370,NoButton,Move,998,1029
3378,NoButton,Move,999,1027
3386,NoButton,Move,1000,1025
3394,NoButton,Move,1001,1023
3419,NoButton,Move,1003,1019
3420,NoButton,Move,1005,1012
3420,NoButton,Move,1007,1004
3435,NoButton,Move,1009,993
3436,NoButton,Move,1012,979
3452,NoButton,Move,1014,963
3453,NoButton,Move,1019,940
3468,NoButton,Move,1022,907
3469,NoButton,Move,1026,867
3486,NoButton,Move,1032,831
3486,NoButton,Move,1038,793
3488,NoButton,Move,1044,759
3502,NoButton,Move,1048,725
3502,NoButton,Move,1052,689
3519,NoButton,Move,1056,655
3519,NoButton,Move,1056,621
3536,NoButton,Move,1058,589
3536,NoButton,Move,1062,561
3552,NoButton,Move,1066,539
3553,NoButton,Move,1070,519
3570,NoButton,Move,1076,503
3570,NoButton,Move,1082,491
3586,NoButton,Move,1086,483
3587,NoButton,Move,1090,477
3603,NoButton,Move,1094,474
3604,NoButton,Move,1096,471
5050,NoButton,Move,1098,468
5050,NoButton,Move,1124,446
5050,NoButton,Move,1168,412
5050,NoButton,Move,1212,372
5050,NoButton,Move,1254,336
5165,NoButton,Move,1292,302
5165,NoButton,Move,1330,266
5165,NoButton,Move,1370,228
5165,NoButton,Move,1414,192
5166,NoButton,Move,1456,156
5166,NoButton,Move,1496,122
5166,NoButton,Move,1530,98
5166,NoButton,Move,1554,80
5166,NoButton,Move,1570,68
5166,NoButton,Move,1578,62
5166,NoButton,Move,1579,60
5401,NoButton,Move,1579,59
5401,NoButton,Move,1579,57
5402,NoButton,Move,1578,56
5402,NoButton,Move,1578,54
5402,NoButton,Move,1578,53
5402,NoButton,Move,1579,51
5402,NoButton,Move,1580,49
5403,NoButton,Move,1581,46
5403,NoButton,Move,1583,43
5408,NoButton,Move,1584,41
5427,NoButton,Move,1585,39
5428,NoButton,Move,1586,37
5430,NoButton,Move,1586,35
5729,NoButton,Move,1586,34
5730,NoButton,Move,1586,33
5731,Left,Pressed,1586,33
5879,Left,Released,1586,33
6882,NoButton,Move,1585,34
7583,Left,Pressed,1585,34
7674,Left,Released,1585,34
7976,Left,Pressed,1585,34
8068,Left,Released,1585,34
8217,NoButton,Move,1585,34
8256,NoButton,Move,1585,34
8257,NoButton,Move,1584,35
8263,NoButton,Move,1581,39
8274,NoButton,Move,1577,43
8289,NoButton,Move,1575,46
8290,NoButton,Move,1572,48
8304,NoButton,Move,1570,50
8310,NoButton,Move,1568,52
8310,NoButton,Move,1565,55
8325,NoButton,Move,1562,58
8338,NoButton,Move,1560,60
8338,NoButton,Move,1556,62
8342,NoButton,Move,1552,64
8357,NoButton,Move,1548,66
8359,NoButton,Move,1544,69
8372,NoButton,Move,1541,71
8372,NoButton,Move,1538,73
8390,NoButton,Move,1533,75
8390,NoButton,Move,1531,77
8406,NoButton,Move,1529,79
8407,NoButton,Move,1527,80
8416,NoButton,Move,1525,82
8422,NoButton,Move,1524,82
8427,NoButton,Move,1521,83
8440,NoButton,Move,1520,84
8458,NoButton,Move,1518,85
8459,NoButton,Move,1516,86
8459,NoButton,Move,1514,86
8473,NoButton,Move,1513,86
8575,NoButton,Move,1512,87
8591,NoButton,Move,1512,88
8592,NoButton,Move,1511,89
8609,NoButton,Move,1510,90
8614,NoButton,Move,1508,92
8615,NoButton,Move,1506,94
8641,NoButton,Move,1504,95
8642,NoButton,Move,1502,97
8642,NoButton,Move,1500,98
8643,NoButton,Move,1498,100
8656,NoButton,Move,1497,101
8665,NoButton,Move,1495,102
8668,NoButton,Move,1494,103
8690,NoButton,Move,1493,104
8754,NoButton,Move,1492,105
8769,NoButton,Move,1491,106
8775,NoButton,Move,1488,107
8795,NoButton,Move,1483,109
8796,NoButton,Move,1477,110
8814,NoButton,Move,1471,112
8816,NoButton,Move,1463,112
8816,NoButton,Move,1456,112
8838,NoButton,Move,1447,112
8840,NoButton,Move,1437,112
8840,NoButton,Move,1425,112
8845,NoButton,Move,1409,112
8866,NoButton,Move,1386,112
8866,NoButton,Move,1358,114
8887,NoButton,Move,1329,116
8888,NoButton,Move,1299,116
8888,NoButton,Move,1269,116
8909,NoButton,Move,1239,116
8910,NoButton,Move,1209,114
8910,NoButton,Move,1181,112
8932,NoButton,Move,1151,110
8933,NoButton,Move,1127,106
8933,NoButton,Move,1109,102
8953,NoButton,Move,1093,98
8953,NoButton,Move,1085,94
8957,NoButton,Move,1081,90
9011,NoButton,Move,1081,89
9053,Left,Pressed,1081,89
9198,Left,Released,1081,89
9233,NoButton,Move,1082,90
9238,NoButton,Move,1084,92
9246,NoButton,Move,1087,94
9255,NoButton,Move,1088,96
9262,NoButton,Move,1090,97
9270,NoButton,Move,1092,98
9278,NoButton,Move,1094,99
9287,NoButton,Move,1095,99
9294,NoButton,Move,1096,100
9302,NoButton,Move,1098,101
9310,NoButton,Move,1099,101
9316,NoButton,Move,1101,102
9324,NoButton,Move,1102,102
9332,NoButton,Move,1103,102
9368,NoButton,Move,1104,103
9377,NoButton,Move,1106,104
9384,NoButton,Move,1107,105
9392,NoButton,Move,1109,106
9400,NoButton,Move,1110,106
9406,NoButton,Move,1112,107
9414,NoButton,Move,1113,107
9422,NoButton,Move,1113,108
9430,NoButton,Move,1114,108
9438,NoButton,Move,1115,108
9446,NoButton,Move,1116,109
9454,NoButton,Move,1117,110
9520,Left,Pressed,1117,110
9635,NoButton,Drag,1118,108
9640,NoButton,Drag,1118,106
9648,NoButton,Drag,1118,104
9657,NoButton,Drag,1119,102
9664,NoButton,Drag,1119,100
9672,NoButton,Drag,1119,98
9680,NoButton,Drag,1119,96
9688,NoButton,Drag,1119,94
9696,NoButton,Drag,1120,92
9704,NoButton,Drag,1120,90
9712,NoButton,Drag,1120,88
9720,NoButton,Drag,1120,87
9902,NoButton,Drag,1120,86
9996,NoButton,Drag,1119,85
10004,NoButton,Drag,1118,84
10013,NoButton,Drag,1117,84
10024,NoButton,Drag,1117,84
10044,NoButton,Drag,1116,84
10053,NoButton,Drag,1116,84
10058,NoButton,Drag,1116,83
10066,NoButton,Drag,1115,82
10075,NoButton,Drag,1115,82
10082,NoButton,Drag,1113,81
10091,NoButton,Drag,1113,79
10099,NoButton,Drag,1112,78
10106,NoButton,Drag,1112,78
10114,NoButton,Drag,1111,77
10292,Left,Released,1111,77
10324,NoButton,Move,1112,77
10332,NoButton,Move,1117,77
10340,NoButton,Move,1126,75
10348,NoButton,Move,1139,72
10356,NoButton,Move,1155,70
10364,NoButton,Move,1176,67
10373,NoButton,Move,1197,61
10394,NoButton,Move,1222,54
10394,NoButton,Move,1246,44
10394,NoButton,Move,1274,36
10459,NoButton,Move,1304,30
10459,NoButton,Move,1332,26
10459,NoButton,Move,1358,22
10459,NoButton,Move,1388,18
10460,NoButton,Move,1416,14
10460,NoButton,Move,1446,12
10460,NoButton,Move,1476,10
10460,NoButton,Move,1500,8
10794,NoButton,Move,1524,6
10794,NoButton,Move,1546,2
10794,NoButton,Move,1562,2
10795,NoButton,Move,1574,2
10795,NoButton,Move,1580,2
10795,NoButton,Move,1582,2
10795,NoButton,Move,1582,1
10795,NoButton,Move,1583,3
10796,NoButton,Move,1583,5
10796,NoButton,Move,1583,7
10796,NoButton,Move,1583,9
10796,NoButton,Move,1583,11
10796,NoButton,Move,1583,13
10796,NoButton,Move,1583,15
10798,NoButton,Move,1583,16
10799,NoButton,Move,1583,18
10799,NoButton,Move,1583,19
10799,NoButton,Move,1583,20
10799,NoButton,Move,1584,21
10799,NoButton,Move,1585,22
10799,NoButton,Move,1586,23
10799,Left,Pressed,1586,23
10902,Left,Released,1586,23
10960,NoButton,Move,1586,24
11000,NoButton,Move,1586,27
11001,NoButton,Move,1586,31
11001,NoButton,Move,1586,37
11001,NoButton,Move,1586,43
11001,NoButton,Move,1586,49
11001,NoButton,Move,1584,56
11060,NoButton,Move,1583,62
11060,NoButton,Move,1582,68
11061,NoButton,Move,1580,74
11061,NoButton,Move,1578,78
11061,NoButton,Move,1576,81
11061,NoButton,Move,1574,83
11061,NoButton,Move,1571,86
11253,NoButton,Move,1569,88
11254,NoButton,Move,1567,90
11255,NoButton,Move,1564,91
11255,NoButton,Move,1562,94
11256,NoButton,Move,1560,95
11257,NoButton,Move,1557,96
11258,NoButton,Move,1552,97
11259,NoButton,Move,1545,97
11259,NoButton,Move,1537,97
11259,NoButton,Move,1529,97
11259,NoButton,Move,1521,95
11260,NoButton,Move,1515,94
11260,NoButton,Move,1509,93
11260,NoButton,Move,1507,92
11260,NoButton,Move,1506,90
11260,NoButton,Move,1505,89
11260,NoButton,Move,1502,88
11261,NoButton,Move,1501,86
11261,NoButton,Move,1500,85
