client timestamp,button,state,x,y
3,NoButton,Move,1270,770
10,NoButton,Move,1273,754
18,NoButton,Move,1273,738
26,NoButton,Move,1273,720
34,NoButton,Move,1275,706
42,NoButton,Move,1279,691
52,NoButton,Move,1282,675
56,NoButton,Move,1290,659
64,NoButton,Move,1296,646
72,NoButton,Move,1299,642
100,NoButton,Move,1299,641
116,NoButton,Move,1302,637
124,NoButton,Move,1306,630
132,NoButton,Move,1313,620
137,NoButton,Move,1323,611
146,NoButton,Move,1335,601
154,NoButton,Move,1347,593
162,NoButton,Move,1359,586
170,NoButton,Move,1368,580
178,NoButton,Move,1377,577
186,NoButton,Move,1384,573
194,NoButton,Move,1388,570
202,NoButton,Move,1389,569
408,NoButton,Move,1388,569
552,NoButton,Move,1388,569
564,NoButton,Move,1385,565
572,NoButton,Move,1349,527
580,NoButton,Move,1303,489
588,NoButton,Move,1253,461
596,NoButton,Move,1205,447
604,NoButton,Move,1163,437
612,NoButton,Move,1115,431
618,NoButton,Move,1059,425
626,NoButton,Move,1009,423
634,NoButton,Move,967,423
642,NoButton,Move,931,423
650,NoButton,Move,905,425
658,NoButton,Move,887,425
666,NoButton,Move,875,425
674,NoButton,Move,871,427
810,NoButton,Move,876,423
818,NoButton,Move,914,398
826,NoButton,Move,948,374
834,NoButton,Move,980,358
842,NoButton,Move,1010,340
850,NoButton,Move,1034,326
856,NoButton,Move,1050,314
864,NoButton,Move,1060,310
872,NoButton,Move,1066,308
880,NoButton,Move,1067,306
954,NoButton,Move,1067,289
962,NoButton,Move,1069,196
970,NoButton,Move,1081,76
978,NoButton,Move,1091,0
986,NoButton,Move,1105,0
994,NoButton,Move,1117,0
1002,NoButton,Move,1143,0
1010,NoButton,Move,1179,0
1016,NoButton,Move,1209,0
1024,NoButton,Move,1243,0
1032,NoButton,Move,1279,0
1040,NoButton,Move,1305,0
1048,NoButton,Move,1327,0
1056,NoButton,Move,1347,0
1064,NoButton,Move,1361,0
1072,NoButton,Move,1371,0
1080,NoButton,Move,1377,0
1088,NoButton,Move,1381,0
1372,NoButton,Move,1379,0
1380,NoButton,Move,1341,6
1388,NoButton,Move,1285,22
1396,NoButton,Move,1233,40
1404,NoButton,Move,1187,60
1412,NoButton,Move,1157,82
1418,NoButton,Move,1141,92
1426,NoButton,Move,1139,94
1450,NoButton,Move,1133,96
1458,NoButton,Move,1101,108
1466,NoButton,Move,1061,120
1475,NoButton,Move,1011,134
1482,NoButton,Move,961,150
1490,NoButton,Move,909,166
1496,NoButton,Move,865,178
1504,NoButton,Move,839,184
1512,NoButton,Move,832,186
1524,NoButton,Move,833,184
1533,NoButton,Move,834,183
1540,NoButton,Move,835,183
1582,NoButton,Move,835,184
1598,NoButton,Move,835,184
1606,NoButton,Move,839,184
1614,NoButton,Move,841,184
1622,NoButton,Move,842,183
1750,NoButton,Move,842,184
1758,NoButton,Move,834,199
1766,NoButton,Move,822,217
1773,NoButton,Move,810,227
1782,NoButton,Move,799,233
1790,NoButton,Move,792,236
1798,NoButton,Move,784,239
1804,NoButton,Move,777,243
1812,NoButton,Move,771,246
1820,NoButton,Move,765,249
1828,NoButton,Move,757,256
1836,NoButton,Move,750,262
1845,NoButton,Move,743,271
1852,NoButton,Move,732,280
1861,NoButton,Move,721,289
1868,NoButton,Move,710,299
1878,NoButton,Move,698,308
1884,NoButton,Move,686,317
1890,NoButton,Move,673,327
1898,NoButton,Move,660,335
1906,NoButton,Move,651,340
1914,NoButton,Move,642,343
1922,NoButton,Move,638,346
1930,NoButton,Move,633,346
1938,NoButton,Move,628,346
1946,NoButton,Move,624,347
1954,NoButton,Move,619,349
1962,NoButton,Move,612,349
1968,NoButton,Move,604,349
1976,NoButton,Move,597,348
1983,NoButton,Move,589,345
1992,NoButton,Move,581,342
2000,NoButton,Move,574,340
2008,NoButton,Move,567,337
2020,NoButton,Move,559,334
2034,NoButton,Move,550,332
2035,NoButton,Move,542,330
2320,NoButton,Move,533,327
2320,NoButton,Move,522,324
2320,NoButton,Move,512,320
2320,NoButton,Move,501,314
2321,NoButton,Move,490,310
2321,NoButton,Move,478,305
2321,NoButton,Move,466,301
2321,NoButton,Move,456,297
2321,NoButton,Move,448,294
2321,NoButton,Move,445,293
2321,NoButton,Move,446,293
2321,NoButton,Move,451,294
2322,NoButton,Move,457,296
2322,NoButton,Move,464,296
2322,NoButton,Move,467,296
2322,NoButton,Move,470,296
2322,NoButton,Move,472,296
2322,NoButton,Move,474,296
2322,NoButton,Move,474,295
2322,NoButton,Move,473,295
2323,NoButton,Move,472,296
2323,NoButton,Move,470,297
2323,NoButton,Move,469,297
2323,NoButton,Move,469,298
2323,NoButton,Move,468,298
2323,NoButton,Move,466,298
2323,NoButton,Move,464,298
2323,NoButton,Move,462,298
2535,NoButton,Move,460,297
2535,NoButton,Move,458,296
2536,NoButton,Move,456,295
2536,NoButton,Move,454,294
2536,NoButton,Move,452,294
2536,NoButton,Move,451,294
2536,NoButton,Move,452,294
2537,NoButton,Move,454,295
2537,NoButton,Move,456,296
2537,NoButton,Move,458,296
2537,NoButton,Move,460,297
2538,NoButton,Move,462,297
2539,NoButton,Move,464,297
2631,NoButton,Move,466,297
2632,NoButton,Move,468,297
2633,NoButton,Move,470,297
2633,NoButton,Move,472,297
2633,NoButton,Move,474,297
2866,NoButton,Move,474,298
2866,NoButton,Move,474,299
2867,NoButton,Move,476,301
2867,NoButton,Move,478,303
2867,NoButton,Move,480,305
2867,NoButton,Move,482,307
2868,NoButton,Move,484,309
2868,NoButton,Move,486,311
2868,NoButton,Move,488,313
2869,NoButton,Move,490,314
2869,NoButton,Move,492,316
2869,NoButton,Move,494,318
2870,NoButton,Move,496,319
2870,NoButton,Move,497,319
3137,NoButton,Move,497,320
3138,NoButton,Move,499,322
3138,NoButton,Move,501,323
3139,NoButton,Move,503,324
3139,NoButton,Move,506,326
3140,NoButton,Move,510,327
3140,NoButton,Move,515,329
3140,NoButton,Move,520,330
3140,NoButton,Move,525,332
3141,NoButton,Move,529,334
3141,NoButton,Move,534,335
3141,NoButton,Move,537,337
3141,NoButton,Move,539,338
3142,NoButton,Move,541,340
3142,NoButton,Move,542,341
3142,NoButton,Move,543,341
3143,NoButton,Move,543,342
3631,NoButton,Move,543,343
3632,NoButton,Move,543,344
3633,NoButton,Move,544,345
3633,NoButton,Move,544,346
3634,NoButton,Move,544,346
3635,NoButton,Move,545,346
3636,NoButton,Move,545,347
3866,NoButton,Move,544,348
3866,NoButton,Move,543,348
4134,NoButton,Move,542,349
4134,NoButton,Move,539,349
4135,NoButton,Move,537,351
4135,NoButton,Move,534,352
4135,NoButton,Move,532,353
4136,NoButton,Move,530,355
4136,NoButton,Move,528,356
4136,NoButton,Move,528,357
4136,NoButton,Move,528,359
4137,NoButton,Move,529,361
4137,NoButton,Move,532,363
4137,NoButton,Move,539,366
4137,NoButton,Move,547,370
4137,NoButton,Move,557,375
4138,NoButton,Move,566,378
4138,NoButton,Move,574,380
4138,NoButton,Move,582,382
4140,NoButton,Move,586,385
4140,NoButton,Move,588,386
4141,NoButton,Move,588,387
4141,NoButton,Move,587,389
4141,NoButton,Move,586,391
4141,NoButton,Move,584,393
4141,NoButton,Move,582,395
4142,NoButton,Move,581,397
4142,NoButton,Move,579,399
4142,NoButton,Move,577,401
4142,NoButton,Move,576,403
4142,NoButton,Move,575,405
4340,NoButton,Move,574,407
4340,NoButton,Move,574,409
4340,NoButton,Move,574,410
4340,NoButton,Move,576,412
4341,NoButton,Move,578,414
4341,NoButton,Move,581,416
4341,NoButton,Move,587,418
4341,NoButton,Move,592,423
4342,NoButton,Move,599,426
4342,NoButton,Move,606,430
4342,NoButton,Move,614,434
4342,NoButton,Move,620,436
4343,NoButton,Move,624,439
4343,NoButton,Move,627,441
4343,NoButton,Move,628,442
