client timestamp,button,state,x,y
31397,NoButton,Move,960,539
31500,NoButton,Move,960,539
31501,NoButton,Move,933,559
31501,NoButton,Move,891,591
31501,NoButton,Move,845,625
31591,NoButton,Move,801,659
31592,NoButton,Move,757,691
31592,NoButton,Move,719,727
31593,NoButton,Move,683,771
31597,NoButton,Move,639,815
31597,NoButton,Move,601,859
31599,NoButton,Move,561,905
31600,NoButton,Move,523,953
31600,NoButton,Move,487,997
31600,NoButton,Move,451,1037
31600,NoButton,Move,423,1073
31601,NoButton,Move,407,1079
31649,NoButton,Move,395,1079
31649,NoButton,Move,391,1079
31649,NoButton,Move,391,1079
31650,NoButton,Move,395,1079
31650,NoButton,Move,397,1079
31650,NoButton,Move,402,1079
31650,NoButton,Move,406,1079
31686,NoButton,Move,410,1079
31686,NoButton,Move,415,1077
31686,NoButton,Move,418,1075
31686,NoButton,Move,421,1073
31756,NoButton,Move,424,1069
31756,NoButton,Move,428,1062
31756,NoButton,Move,432,1054
31756,NoButton,Move,436,1049
31757,NoButton,Move,438,1046
31757,NoButton,Move,439,1045
31757,NoButton,Move,440,1045
31757,NoButton,Move,442,1044
31758,NoButton,Move,444,1043
31914,NoButton,Move,447,1041
31914,NoButton,Move,452,1039
31915,NoButton,Move,458,1037
31915,NoButton,Move,465,1035
31916,NoButton,Move,470,1032
31916,NoButton,Move,475,1030
31917,NoButton,Move,477,1028
31918,NoButton,Move,479,1027
31918,NoButton,Move,481,1027
31919,NoButton,Move,482,1027
31919,NoButton,Move,484,1027
31920,NoButton,Move,486,1028
31920,NoButton,Move,489,1030
31921,NoButton,Move,492,1031
31921,NoButton,Move,498,1033
31921,NoButton,Move,502,1034
31921,NoButton,Move,506,1036
31921,NoButton,Move,510,1038
31922,NoButton,Move,512,1039
31922,NoButton,Move,514,1041
31922,NoButton,Move,516,1043
32014,NoButton,Move,519,1045
32015,NoButton,Move,521,1048
32015,NoButton,Move,523,1049
32015,NoButton,Move,526,1051
32016,NoButton,Move,528,1051
32016,NoButton,Move,531,1051
32016,NoButton,Move,534,1051
32017,NoButton,Move,540,1050
32017,NoButton,Move,545,1048
32018,NoButton,Move,551,1045
32018,NoButton,Move,557,1043
32018,NoButton,Move,563,1041
32019,NoButton,Move,569,1039
32264,NoButton,Move,576,1036
32265,NoButton,Move,582,1034
32265,NoButton,Move,587,1031
32265,NoButton,Move,589,1030
32266,NoButton,Move,592,1029
32266,NoButton,Move,593,1028
32267,NoButton,Move,594,1028
32270,NoButton,Move,595,1028
32271,NoButton,Move,596,1028
32271,NoButton,Move,597,1028
32272,NoButton,Move,598,1028
32272,NoButton,Move,600,1028
32272,NoButton,Move,601,1028
32272,NoButton,Move,603,1028
32272,NoButton,Move,605,1028
32272,NoButton,Move,607,1028
32272,NoButton,Move,609,1028
32273,NoButton,Move,610,1028
32273,NoButton,Move,612,1028
32273,NoButton,Move,614,1028
32273,NoButton,Move,616,1029
32273,NoButton,Move,618,1029
32273,NoButton,Move,620,1029
32274,NoButton,Move,621,1030
32274,NoButton,Move,623,1032
32274,NoButton,Move,625,1033
32274,NoButton,Move,627,1034
32274,NoButton,Move,629,1035
32274,NoButton,Move,631,1036
32279,NoButton,Move,633,1037
32288,NoButton,Move,634,1038
32295,NoButton,Move,636,1038
32305,NoButton,Move,638,1039
32312,NoButton,Move,639,1039
32322,NoButton,Move,640,1039
32330,NoButton,Move,641,1039
32338,NoButton,Move,642,1039
32345,NoButton,Move,644,1039
32354,NoButton,Move,645,1039
32361,NoButton,Move,646,1039
32374,NoButton,Move,647,1039
32381,NoButton,Move,648,1039
32390,NoButton,Move,649,1039
32397,NoButton,Move,650,1039
32406,NoButton,Move,651,1039
32416,NoButton,Move,652,1040
32464,NoButton,Move,653,1040
32499,Left,Pressed,653,1040
32525,NoButton,Drag,652,1040
32546,NoButton,Drag,652,1040
32604,Left,Released,652,1040
32644,NoButton,Move,652,1039
