client timestamp,button,state,x,y
2334,NoButton,Move,1052,602
2334,NoButton,Move,1061,584
2334,NoButton,Move,1073,552
2334,NoButton,Move,1087,528
2334,NoButton,Move,1103,504
2335,NoButton,Move,1125,470
2335,NoButton,Move,1153,438
2344,NoButton,Move,1175,406
2426,NoButton,Move,1199,376
2426,NoButton,Move,1219,346
2427,NoButton,Move,1235,314
2427,NoButton,Move,1249,280
2427,NoButton,Move,1261,250
2427,NoButton,Move,1273,226
2427,NoButton,Move,1281,200
2428,NoButton,Move,1285,180
2428,NoButton,Move,1291,160
2428,NoButton,Move,1295,146
2429,NoButton,Move,1299,136
2527,NoButton,Move,1301,130
2527,NoButton,Move,1301,126
2527,NoButton,Move,1301,122
2528,NoButton,Move,1301,119
2528,NoButton,Move,1301,115
2528,NoButton,Move,1301,113
2560,Left,Pressed,1301,113
2677,Left,Released,1301,113
2795,NoButton,Move,1301,114
2795,NoButton,Move,1301,115
2796,NoButton,Move,1302,116
2796,NoButton,Move,1303,118
2796,NoButton,Move,1305,121
2797,NoButton,Move,1307,126
2797,NoButton,Move,1308,130
2797,NoButton,Move,1310,135
3028,NoButton,Move,1312,139
3028,NoButton,Move,1314,141
3029,NoButton,Move,1315,142
3029,NoButton,Move,1316,142
3029,NoButton,Move,1315,142
3128,NoButton,Move,1314,142
4230,NoButton,Move,1314,143
4230,NoButton,Move,1314,144
4230,NoButton,Move,1313,146
4231,NoButton,Move,1312,148
4231,NoButton,Move,1311,151
4231,NoButton,Move,1310,154
4231,NoButton,Move,1309,158
4232,NoButton,Move,1307,162
4232,NoButton,Move,1306,165
4232,NoButton,Move,1304,169
4233,NoButton,Move,1302,171
4233,NoButton,Move,1301,174
4233,NoButton,Move,1299,177
4233,NoButton,Move,1298,179
4234,NoButton,Move,1297,180
4234,NoButton,Move,1295,183
4234,NoButton,Move,1295,185
4234,NoButton,Move,1294,187
4235,NoButton,Move,1294,188
4235,NoButton,Move,1294,189
4235,NoButton,Move,1294,190
4328,NoButton,Move,1293,190
4328,NoButton,Move,1293,190
4328,NoButton,Move,1292,191
4328,NoButton,Move,1292,192
4328,NoButton,Move,1292,193
10944,NoButton,Move,1292,193
10944,NoButton,Move,1292,194
10944,NoButton,Move,1290,197
10945,NoButton,Move,1288,200
10945,NoButton,Move,1287,202
11116,NoButton,Move,1287,203
17327,NoButton,Move,1287,204
17327,NoButton,Move,1286,205
17328,NoButton,Move,1284,207
17328,NoButton,Move,1282,209
17336,NoButton,Move,1280,212
17458,NoButton,Move,1277,215
17458,NoButton,Move,1274,219
17458,NoButton,Move,1269,224
17459,NoButton,Move,1263,230
17459,NoButton,Move,1259,236
17459,NoButton,Move,1253,243
17460,NoButton,Move,1246,250
17460,NoButton,Move,1237,258
17460,NoButton,Move,1228,265
17461,NoButton,Move,1217,276
17461,NoButton,Move,1207,285
17461,NoButton,Move,1195,297
17461,NoButton,Move,1181,311
17462,NoButton,Move,1160,330
17462,NoButton,Move,1139,352
17462,NoButton,Move,1117,371
17520,NoButton,Move,1091,391
17520,NoButton,Move,1069,411
17520,NoButton,Move,1051,429
17521,NoButton,Move,1033,445
17521,NoButton,Move,1017,461
17521,NoButton,Move,1001,477
17522,NoButton,Move,989,493
17522,NoButton,Move,977,511
17558,NoButton,Move,965,527
17558,NoButton,Move,953,547
17559,NoButton,Move,941,565
17559,NoButton,Move,927,581
17801,NoButton,Move,913,597
17802,NoButton,Move,899,613
17802,NoButton,Move,887,629
17802,NoButton,Move,879,641
17803,NoButton,Move,871,651
17803,NoButton,Move,865,659
17803,NoButton,Move,861,665
17804,NoButton,Move,860,670
17804,NoButton,Move,856,674
17804,NoButton,Move,856,675
17804,NoButton,Move,856,678
17805,NoButton,Move,856,679
17805,NoButton,Move,855,679
17805,NoButton,Move,855,680
17806,NoButton,Move,854,682
17806,NoButton,Move,853,684
17806,NoButton,Move,851,687
17807,NoButton,Move,850,691
17807,NoButton,Move,849,694
17807,NoButton,Move,848,698
17807,NoButton,Move,846,701
18022,NoButton,Move,844,704
18023,NoButton,Move,842,707
18023,NoButton,Move,840,711
18023,NoButton,Move,838,716
18023,NoButton,Move,836,722
18024,NoButton,Move,833,729
18024,NoButton,Move,830,736
18024,NoButton,Move,826,745
18024,NoButton,Move,819,755
18025,NoButton,Move,811,765
18025,NoButton,Move,804,776
18025,NoButton,Move,799,786
18026,NoButton,Move,791,795
18026,NoButton,Move,787,807
18026,NoButton,Move,782,820
18026,NoButton,Move,779,833
18027,NoButton,Move,776,846
18027,NoButton,Move,772,860
18027,NoButton,Move,769,872
18027,NoButton,Move,765,884
18028,NoButton,Move,762,898
18028,NoButton,Move,758,912
18028,NoButton,Move,758,925
18028,NoButton,Move,758,935
18028,NoButton,Move,760,947
18029,NoButton,Move,762,957
18029,NoButton,Move,763,965
18029,NoButton,Move,766,974
18059,NoButton,Move,768,979
18059,NoButton,Move,770,985
18059,NoButton,Move,770,990
18059,NoButton,Move,770,994
18122,NoButton,Move,770,997
18123,NoButton,Move,768,999
18123,NoButton,Move,767,1002
18123,NoButton,Move,766,1007
18124,NoButton,Move,763,1010
18124,NoButton,Move,761,1014
18124,NoButton,Move,759,1017
18125,NoButton,Move,758,1019
18129,NoButton,Move,757,1023
18130,NoButton,Move,755,1025
18137,NoButton,Move,754,1027
18146,NoButton,Move,753,1029
18154,NoButton,Move,751,1031
18162,NoButton,Move,749,1033
18170,NoButton,Move,747,1035
18180,NoButton,Move,745,1038
18186,NoButton,Move,743,1040
18192,NoButton,Move,741,1042
18200,NoButton,Move,739,1044
18208,NoButton,Move,737,1045
18216,NoButton,Move,735,1046
18224,NoButton,Move,733,1047
18232,NoButton,Move,731,1047
18240,NoButton,Move,730,1047
18248,NoButton,Move,728,1048
18263,NoButton,Move,727,1048
18278,NoButton,Move,726,1048
18408,Left,Pressed,726,1048
18483,Left,Released,726,1048
18586,NoButton,Move,726,1047
18598,NoButton,Move,726,1047
18606,NoButton,Move,728,1042
18614,NoButton,Move,731,1036
18621,NoButton,Move,733,1027
18646,NoButton,Move,738,1012
18646,NoButton,Move,747,993
18647,NoButton,Move,756,974
18660,NoButton,Move,767,953
18660,NoButton,Move,778,930
18679,NoButton,Move,788,906
18680,NoButton,Move,800,883
18695,NoButton,Move,809,860
18696,NoButton,Move,811,836
18704,NoButton,Move,807,816
18712,NoButton,Move,801,800
18728,NoButton,Move,797,786
18729,NoButton,Move,793,776
18746,NoButton,Move,791,772
37298,NoButton,Move,791,769
37298,NoButton,Move,781,713
37298,NoButton,Move,773,657
37299,NoButton,Move,775,615
37299,NoButton,Move,783,585
37299,NoButton,Move,789,561
37300,NoButton,Move,799,545
37300,NoButton,Move,809,533
37300,NoButton,Move,821,519
37300,NoButton,Move,834,508
37301,NoButton,Move,845,500
37301,NoButton,Move,854,497
37302,NoButton,Move,855,495
37302,NoButton,Move,854,496
37303,NoButton,Move,849,498
37303,NoButton,Move,841,502
37304,NoButton,Move,832,509
37304,NoButton,Move,824,515
37305,NoButton,Move,818,521
37305,NoButton,Move,815,529
37306,NoButton,Move,811,531
37307,NoButton,Move,808,533
37307,NoButton,Move,807,535
37308,NoButton,Move,805,543
37308,NoButton,Move,808,552
37308,NoButton,Move,808,566
37309,NoButton,Move,808,579
37324,NoButton,Move,805,591
37324,NoButton,Move,802,601
37328,NoButton,Move,800,604
37528,NoButton,Move,802,604
37528,NoButton,Move,827,607
37530,NoButton,Move,865,615
37530,NoButton,Move,909,623
37530,NoButton,Move,953,633
37531,NoButton,Move,983,639
37531,NoButton,Move,997,645
37531,NoButton,Move,999,647
37531,NoButton,Move,1001,650
37532,NoButton,Move,1004,658
37532,NoButton,Move,1010,667
37536,NoButton,Move,1016,675
37544,NoButton,Move,1023,682
37551,NoButton,Move,1028,687
37560,NoButton,Move,1031,689
37566,NoButton,Move,1035,692
37574,NoButton,Move,1041,695
37582,NoButton,Move,1047,697
37590,NoButton,Move,1055,698
37597,NoButton,Move,1062,699
37606,NoButton,Move,1071,699
37613,NoButton,Move,1080,700
37622,NoButton,Move,1094,703
37630,NoButton,Move,1106,703
37637,NoButton,Move,1118,703
37644,NoButton,Move,1127,702
37652,NoButton,Move,1136,699
37660,NoButton,Move,1144,696
37668,NoButton,Move,1149,693
37676,NoButton,Move,1157,688
37684,NoButton,Move,1162,686
37692,NoButton,Move,1169,683
37700,NoButton,Move,1176,680
37708,NoButton,Move,1182,677
37716,NoButton,Move,1185,675
37724,NoButton,Move,1188,672
37730,NoButton,Move,1191,670
37738,NoButton,Move,1193,667
37746,NoButton,Move,1194,665
37754,NoButton,Move,1196,663
37762,NoButton,Move,1196,661
37770,NoButton,Move,1196,659
37778,NoButton,Move,1197,657
37786,NoButton,Move,1197,656
37794,NoButton,Move,1198,654
37802,NoButton,Move,1199,652
37808,NoButton,Move,1201,650
37816,NoButton,Move,1202,648
37824,NoButton,Move,1203,646
37832,NoButton,Move,1204,644
37840,NoButton,Move,1205,643
37848,NoButton,Move,1205,642
37856,NoButton,Move,1206,640
37910,NoButton,Move,1206,639
37922,NoButton,Move,1207,638
37930,NoButton,Move,1208,637
37938,NoButton,Move,1208,636
37946,NoButton,Move,1208,635
37954,NoButton,Move,1208,633
37962,NoButton,Move,1208,632
37968,NoButton,Move,1209,631
37976,NoButton,Move,1209,629
38036,NoButton,Move,1209,628
38166,NoButton,Move,1209,627
38167,Left,Pressed,1209,627
38192,NoButton,Drag,1208,626
38202,NoButton,Drag,1207,625
38210,NoButton,Drag,1205,624
38218,NoButton,Drag,1205,624
38226,NoButton,Drag,1203,623
38234,NoButton,Drag,1202,622
38242,NoButton,Drag,1200,621
38250,NoButton,Drag,1198,619
38258,NoButton,Drag,1196,617
38266,NoButton,Drag,1194,616
38274,NoButton,Drag,1190,614
38280,NoButton,Drag,1186,612
38288,NoButton,Drag,1181,610
38296,NoButton,Drag,1174,608
38304,NoButton,Drag,1166,606
38313,NoButton,Drag,1154,604
38320,NoButton,Drag,1139,602
38329,NoButton,Drag,1111,594
38336,NoButton,Drag,1076,588
