client timestamp,button,state,x,y
77,NoButton,Move,1231,524
92,NoButton,Move,1231,524
100,NoButton,Move,1232,524
107,NoButton,Move,1233,524
113,NoButton,Move,1234,524
122,NoButton,Move,1234,525
150,NoButton,Move,1234,524
572,NoButton,Move,1234,525
638,NoButton,Move,1234,525
716,NoButton,Move,1234,526
741,NoButton,Move,1233,526
794,NoButton,Move,1233,526
1316,NoButton,Move,1233,526
1394,NoButton,Move,1234,525
1444,NoButton,Move,1234,525
1862,NoButton,Move,1234,525
2145,NoButton,Move,1233,525
2646,NoButton,Move,1233,525
8760,NoButton,Move,1233,525
8960,NoButton,Move,1233,524
9261,NoButton,Move,1233,524
15874,NoButton,Move,1233,524
15875,NoButton,Move,1234,524
19485,NoButton,Move,1233,524
19585,NoButton,Move,1233,524
19874,NoButton,Move,1233,524
20688,NoButton,Move,1233,524
20688,NoButton,Move,1233,524
20689,NoButton,Move,1233,524
22592,NoButton,Move,1233,523
22592,NoButton,Move,1233,522
22874,NoButton,Move,1233,521
22875,NoButton,Move,1233,521
22879,NoButton,Move,1233,520
22879,NoButton,Move,1233,521
22879,NoButton,Move,1233,521
22879,NoButton,Move,1233,522
22879,NoButton,Move,1233,522
22879,NoButton,Move,1233,521
22879,NoButton,Move,1233,522
22967,NoButton,Move,1235,522
22967,NoButton,Move,1241,524
22967,NoButton,Move,1249,526
22968,NoButton,Move,1267,530
22968,NoButton,Move,1299,534
22968,NoButton,Move,1333,544
22969,NoButton,Move,1359,548
23094,NoButton,Move,1383,556
23094,NoButton,Move,1396,561
23095,NoButton,Move,1403,563
23095,NoButton,Move,1409,565
23095,NoButton,Move,1413,567
23096,NoButton,Move,1415,569
23096,NoButton,Move,1417,571
23096,NoButton,Move,1418,574
23097,NoButton,Move,1420,576
23097,NoButton,Move,1421,580
23097,NoButton,Move,1425,583
23097,NoButton,Move,1428,586
23098,NoButton,Move,1433,589
23098,NoButton,Move,1440,594
23098,NoButton,Move,1449,598
23099,NoButton,Move,1459,602
23099,NoButton,Move,1468,604
23194,NoButton,Move,1479,608
23194,NoButton,Move,1489,610
23195,NoButton,Move,1496,610
23195,NoButton,Move,1503,610
23196,NoButton,Move,1507,610
23196,NoButton,Move,1512,610
23196,NoButton,Move,1519,610
23197,NoButton,Move,1529,607
23197,NoButton,Move,1543,606
23197,NoButton,Move,1561,603
23198,NoButton,Move,1586,599
23198,NoButton,Move,1609,594
23198,NoButton,Move,1629,590
23414,NoButton,Move,1650,587
23415,NoButton,Move,1665,582
23415,NoButton,Move,1679,576
23415,NoButton,Move,1693,570
23416,NoButton,Move,1703,566
23416,NoButton,Move,1714,563
23417,NoButton,Move,1723,559
23417,NoButton,Move,1732,555
23417,NoButton,Move,1738,552
23418,NoButton,Move,1741,550
23418,NoButton,Move,1745,548
23418,NoButton,Move,1746,546
23419,NoButton,Move,1748,546
23419,NoButton,Move,1751,544
23419,NoButton,Move,1757,542
23419,NoButton,Move,1765,541
23420,NoButton,Move,1774,539
23420,NoButton,Move,1784,536
23421,NoButton,Move,1796,531
23421,NoButton,Move,1810,527
23421,NoButton,Move,1823,523
23421,NoButton,Move,1834,521
23422,NoButton,Move,1842,518
23422,NoButton,Move,1849,515
23422,NoButton,Move,1855,512
23423,NoButton,Move,1862,509
23423,NoButton,Move,1871,507
23423,NoButton,Move,1884,502
23423,NoButton,Move,1904,494
23695,NoButton,Move,1919,482
23696,NoButton,Move,1919,467
23696,NoButton,Move,1919,453
23696,NoButton,Move,1919,441
23697,NoButton,Move,1919,431
23697,NoButton,Move,1919,421
23697,NoButton,Move,1919,415
23698,NoButton,Move,1919,411
23698,NoButton,Move,1919,407
23698,NoButton,Move,1919,407
23698,NoButton,Move,1919,405
23699,NoButton,Move,1919,403
23699,NoButton,Move,1919,400
23699,NoButton,Move,1919,394
23700,NoButton,Move,1919,388
23700,NoButton,Move,1919,382
23701,NoButton,Move,1919,376
23701,NoButton,Move,1919,372
23701,NoButton,Move,1919,369
23702,NoButton,Move,1919,366
23702,NoButton,Move,1919,363
23702,NoButton,Move,1919,361
23703,NoButton,Move,1919,360
23795,NoButton,Move,1919,358
23796,NoButton,Move,1919,355
23796,NoButton,Move,1919,353
23796,NoButton,Move,1919,350
23797,NoButton,Move,1919,347
23797,NoButton,Move,1919,344
23874,NoButton,Move,1919,342
23874,NoButton,Move,1919,340
23875,NoButton,Move,1919,339
23876,NoButton,Move,1919,338
23876,NoButton,Move,1919,335
23877,NoButton,Move,1919,329
23878,NoButton,Move,1919,324
23879,NoButton,Move,1919,322
23967,NoButton,Move,1919,320
23967,NoButton,Move,1919,318
23968,NoButton,Move,1919,317
23968,NoButton,Move,1919,316
23968,NoButton,Move,1919,315
23968,NoButton,Move,1919,313
23968,NoButton,Move,1919,312
23968,NoButton,Move,1919,311
81598,NoButton,Move,1904,287
81598,NoButton,Move,1855,223
81599,NoButton,Move,1738,96
81599,NoButton,Move,1623,0
81727,NoButton,Move,1549,0
81727,NoButton,Move,1527,0
81727,NoButton,Move,1517,0
81727,NoButton,Move,1509,0
81728,NoButton,Move,1505,0
81728,NoButton,Move,1503,1
81728,NoButton,Move,1503,10
81728,NoButton,Move,1507,30
81729,NoButton,Move,1513,54
81874,NoButton,Move,1521,69
81875,NoButton,Move,1529,79
81876,NoButton,Move,1540,86
81877,NoButton,Move,1553,90
81878,NoButton,Move,1566,92
81879,NoButton,Move,1578,97
81996,NoButton,Move,1598,117
81998,NoButton,Move,1604,123
81998,NoButton,Move,1611,129
81998,NoButton,Move,1616,132
81999,NoButton,Move,1619,133
81999,NoButton,Move,1620,133
81999,NoButton,Move,1619,132
82022,NoButton,Move,1616,131
82122,NoButton,Move,1596,127
82122,NoButton,Move,1584,126
82122,NoButton,Move,1570,126
82123,NoButton,Move,1557,127
82123,NoButton,Move,1533,133
82123,NoButton,Move,1523,141
82123,NoButton,Move,1512,150
82123,NoButton,Move,1500,165
82124,NoButton,Move,1488,187
82623,NoButton,Move,1476,215
82624,NoButton,Move,1465,245
82624,NoButton,Move,1456,276
82624,NoButton,Move,1446,308
82624,NoButton,Move,1427,366
82625,NoButton,Move,1417,395
82625,NoButton,Move,1409,418
82625,NoButton,Move,1400,440
82625,NoButton,Move,1393,459
