client timestamp,button,state,x,y
15289,NoButton,Move,1057,616
15290,NoButton,Move,1071,613
15521,NoButton,Move,1062,614
15522,NoButton,Move,1041,618
15522,NoButton,Move,1009,618
15523,NoButton,Move,973,614
15523,NoButton,Move,933,602
15523,NoButton,Move,895,592
15524,NoButton,Move,857,588
15524,NoButton,Move,821,592
15524,NoButton,Move,791,598
15525,NoButton,Move,771,604
15525,NoButton,Move,757,608
15526,NoButton,Move,753,610
15526,NoButton,Move,756,610
15526,NoButton,Move,764,611
15527,NoButton,Move,789,613
15527,NoButton,Move,829,613
15527,NoButton,Move,873,613
15528,NoButton,Move,923,607
15528,NoButton,Move,975,601
15528,NoButton,Move,1027,589
15528,NoButton,Move,1079,573
15529,NoButton,Move,1127,555
15529,NoButton,Move,1165,541
15529,NoButton,Move,1187,531
15529,NoButton,Move,1195,527
15530,NoButton,Move,1195,525
15530,NoButton,Move,1194,525
15530,NoButton,Move,1185,525
15530,NoButton,Move,1167,526
15746,NoButton,Move,1138,528
15747,NoButton,Move,1104,530
15747,NoButton,Move,1066,534
15748,NoButton,Move,1028,538
15748,NoButton,Move,994,542
15749,NoButton,Move,964,548
15753,NoButton,Move,938,558
15754,NoButton,Move,920,568
15755,NoButton,Move,902,582
15755,NoButton,Move,888,600
15756,NoButton,Move,878,622
15756,NoButton,Move,874,644
15756,NoButton,Move,874,666
15757,NoButton,Move,876,686
15757,NoButton,Move,880,706
15757,NoButton,Move,884,722
15757,NoButton,Move,886,740
15757,NoButton,Move,886,762
15757,NoButton,Move,882,792
15757,NoButton,Move,872,824
15758,NoButton,Move,860,858
15758,NoButton,Move,848,890
15758,NoButton,Move,836,922
15758,NoButton,Move,826,948
15758,NoButton,Move,816,970
15758,NoButton,Move,806,994
15758,NoButton,Move,800,1012
15758,NoButton,Move,796,1026
15758,NoButton,Move,792,1034
15761,NoButton,Move,788,1042
15770,NoButton,Move,784,1048
15775,NoButton,Move,780,1052
15785,NoButton,Move,776,1060
15792,NoButton,Move,772,1070
15800,NoButton,Move,768,1079
15807,NoButton,Move,765,1079
15816,NoButton,Move,761,1079
15824,NoButton,Move,756,1079
15831,NoButton,Move,753,1079
15840,NoButton,Move,750,1079
15848,NoButton,Move,748,1079
15854,NoButton,Move,748,1079
15862,NoButton,Move,747,1079
15878,NoButton,Move,747,1079
15886,NoButton,Move,747,1079
